"AUTOR,C,45","PERIODO,C,10","OBRA1,C,45","OBRA2,C,45","SUBOBRA,C,45","SUBOBRA2,C,45","DURACION,N,6,2","INSTRUM,C,45","INTERPTE,C,45","DIRECTOR,C,15","ORQUESTA,C,30","CORO,C,45","DISCNUM,C,11","FABRICNUM,C,20","CINTANUM,C,3","COMENT,C,40","NUMERO,N,6,0"
"TELEMANN, Georg Philipp",1681-1767,Konzert f.Trompete m.2 Violinen u.B.c. D-Dur,,,,"8,71",Trompete,Schwarz,Schwarz,Strings N.Y.Chamb.Symph.,, 1298,Delos 3002, 29,,5527
"TELEMANN, Georg Philipp",1681-1767,Konzert f.Trompete m.2 Violinen u.B.c. D-Dur,,,,"0,00",Trompete,Scherbaum,Scherbaum,Hamburg.Barock Ens.,, 1556,DG  136 470,,,5585
"TELEMANN, Georg Philipp",1681-1767,"Konzerte f.Oboe,Streicher u.B.c. (n.Kross)",,Nr.20 e-moll (f.Trompete),,"12,00",Trompete,Andre,Sandor,F-Liszt-Kamorch.,, 1769 (2LP),RCA RL 30361,,,5529
"TELEMANN, Georg Philipp",1681-1767,Konzert f.Trompete m.2 Violinen u.B.c. D-Dur,,,,"8,01",Trompete,Calvayrac,Auriacombe,Toulouse Kamorch.,,  350,None 71066,,,5530
"TELEMANN, Georg Philipp",1681-1767,Konzert f.Trompete m.2 Violinen u.B.c. D-Dur,,,,"0,00",Trompete,Andre,Karajan,Berliner Philharm.,,  944,EMI 065  02544,,,5588
"TELEMANN, Georg Philipp",1681-1767,Konzert f.Trompete m.2 Violinen u.B.c. D-Dur,,,,"0,00",Trompete,Tarr,Tschupp,Nurnberger Symph.,,  979,Col 0 553,,,5589
"TELEMANN, Georg Philipp",1681-1767,Konzert f.Trompete u.Streicher G-Dur,,,,"13,05",Trompete,Andre,Bandor,F-Liszt-Kamorch.,, 1769 (2LP),RCA RL 30761,,,5533
"TELEMANN, Georg Philipp",1681-1767,"Konzert f.Viola,Streicher u.B.c. G-Dur",,,,"14,45",Viola,Maly,Hlavacek,Prager Kamorch.,,  788,Supra  1 10 1057,,,5534
"TELEMANN, Georg Philipp",1681-1767,"Konzert f.Viola,Streicher u.B.c. G-Dur",,,,"0,00",Viola,Christ,Muller-Bruhl,Kolner Kamorch.,, 1439,Schw  2 060,,,5592
"TELEMANN, Georg Philipp",1681-1767,"Konzerte f.Violine,Streicher u.B.c. (n.Kross)",,Nr.43 a-moll,,"11,11",Violine,Schierning,Muller-Bruhl,Kolner Kamorch.,,  836,None 71078,,,5536
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik III Nr.1-6,,"Nr.3 Konzert Es-Dur f.2 Horner,Str.u.B.c.",,"18,00",Horner,"Barboteu,Coursier",Auriacombe,Toulouse Kamorch.,,  350,None 71066,,,5537
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik III Nr.1-6,,"Nr.3 Konzert Es-Dur f.2 Horner,Str.u.B.c.",,"19,25",Horner,"Tylsar,Tylsar",Kosler,Prager Kamorch.,,  961,Supra  1 10 1200,,,5538
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr. 63 F-Dur f.2 Horner,2 Violinen u.B.c.",,"16,45",Horner,"Rohrer,Fischer",Harnoncourt,Concentus Musicus Wien,,  427,Tel   9483,,,5539
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,Nr. 79 fis-moll f.Streicher u.B.c.,,"0,00",,,Bjorlin,Prager Kamorch.,, 1345,EMI 065  03417,,,5597
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,Nr. 93 g-moll f.Streicher u.B.c. (La Musette),,"0,00",,,Bjorlin,Prager Kamorch.,, 1345,EMI 065  03417,,,5598
"TELEMANN, Georg Philipp",1681-1767,Triosonaten,,"b-moll f.Flote,Violoncello u.Cembalo",,"2,02",,,,Baroque Ens.Montreal,, 1609,Ja 19001,,,5542
"TELEMANN, Georg Philipp",1681-1767,Triosonaten,,"Es-Dur f.Oboe (Trompete),Viola d'agamba u.",Cembalo u.Continuo,"8,53",,"Hausmann,Spilling,Ulsamer,van der Ven",,,, 1306,DG  198 198,,,5543
"TELEMANN, Georg Philipp",1681-1767,"Konzerte f.Violine,Streicher u.B.c. (n.Kross)",,Nr.36 G-Dur,,"7,58",Violine,Armand,Auriacombe,Toulouse Kamorch.,,  350,None 71066,,,5544
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.4 Violinen ohne Bass (Quartette),,Nr.3 G-Dur f.4 Violinen u.Streicher,,"7,15",Violinen,"Harnoncourt,Pfeiffer,Schuberwalter,Theiner",Harnoncourt,Concentus Musicus Wien,,  427,Tel   9483,,,5545
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.2 Instr. u.B.c. (Doppelkonzerte n.,Kross),"BC 1 F-Dur f.Blockflote,Fagott,Str. u.B.c.",,"18,45",Flote,"Bruggen,Fleischmann",Harnoncourt,Concentus Musicus Wien,,  427,Tel   9483,,,5546
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.2 Instr. u.B.c. (Doppelkonzerte n.,Kross),"BA 5 A-Dur f.2 Oboen d'amore,2 Violinen u.B.c",,"0,00",Oboen,"Passin,Koch",Muller-Bruhl,Kolner Kamorch.,,  982,Schw  0 811,,,5604
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.2 Instr. u.B.c. (Doppelkonzerte n.,Kross),"G-Dur f.2 Violinen,Streicher u.B.c.",,"8,52",Violinen,"Steinhausler,Retyi",Redel,Pro Arte Orch.Munchen,,  190,West 17042,,,5548
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BD 1 D-Dur f.3 Trompeten,2 Oboen, Pauken,",Streicher u.B.c.,"11,19",Trompeten,,Blum,Esterhazy Orch.,,  709,Van Met 70695,,,5549
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BD 1 D-Dur f.3 Trompeten,2 Oboen, Pauken,",Streicher u.B.c.,"11,14",Trompeten,,Wahl,Kamorch.Versailles,, 1620,None 71017,,,5550
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BD 1 D-Dur f.3 Trompeten,2 Oboen, Pauken,",Streicher u.B.c.,"11,20",Trompeten,,Muller-Bruhl,Capella Clementina,, 1887,Ph 9502 064,,,5551
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BD 2 D-Dur f.3 Trompeten,2 Oboen, Pauken,",Streicher u.B.c.,"0,00",Trompeten,,Schmid,Nagolder Jug.Orch.,, 1801,FSM 33125,,,5609
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BE 2 D-Dur f.2 Oboen,Trompete,Str.u.B.c.",,"13,18",,,Winschermann,Dt.Bachsolisten,, 1771,RCA RL 30776,,,5553
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BE 2 D-Dur f.2 Oboen,Trompete,Str.u.B.c.",,"0,00",,,Schermerhorn,Kapp Orch.,, 1610,Kapp 9033,,,5611
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BE 2 D-Dur f.2 Oboen,Trompete,Str.u.B.c.",,"16,18",,,Stych,Kamorch.Martinu,, 1517,DC Pan 110 705,,,5555
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BE 3 B-Dur f.2 Floten.2 Oboen,Str.u.B.c.",,"12,25",,,Blum,Esterhazy Orch.,,  709,Van Met 70695,,,5556
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"BE11 D-Dur f.3 Horner,Violine,Str.u.B.c.",,"0,00",,,Dunn,Kapp Sinfonietta,,  296,Kapp 3388,,,5614
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"Z  1 D-Dur f.Trompete,2 Oboen u.B.c. (nicht",bei Kross) 1.u.4.Satz,"0,00",,"Andre,Pongracz,Francz,Wallez,Pertis",,,, 1709,EMI 027  03544,,,5615
"TELEMANN, Georg Philipp",1681-1767,Konzerte f.3 u.mehr Instrumente (n.Kross),,"Z  3 B-Dur f.3 Oboen,3 Violinen u.B.c.(nicht",bei Kross),"9,35",,"Schaeftlein,Gruber,Klebel",Harnoncourt,Concentus Musicus Wien,,  427,Tel   9483,,,5559
"TELEMANN, Georg Philipp",1681-1767,"Concerto a tre (f.Blockflote,Horn u.B.c.)",,,,"7,44",Horn,Baumann,Baumann,Stgt.Kamorch.,, 1408,Int 120 868,,,5560
"TELEMANN, Georg Philipp",1681-1767,Machet die Tore weit (Kantate z.1.Advent),,,,"16,58",,,Bottcher,Orch.Wien.Staatsop.,Chor Wien.Staatsop., 1625,None 71182,,,5561
"TELEMANN, Georg Philipp",1681-1767,Sinfonie g-moll,,,,"15,40",,,,Mozart Soc.Players,,  293,Ev 2862,,,5562
"TELEMANN, Georg Philipp",1681-1767,Sonate d-moll,,,,"0,00",,,Harnoncourt,Concentus Musicus Wien,, 1650,Tel 1,,,5620
"TELEMANN, Georg Philipp",1681-1767,Trios (Triosonaten n.Graeser),,"Nr.Z  2.6 d-moll (Suite) f.Flote (Oboe),",Violine u.B.c.,"10,39",,,,Nurnberger Kam.Mus.Kreis,, 1306,DG  198 198,,,5564
"TELEMANN, Georg Philipp",1681-1767,Suite concertante g-moll,,,,"16,09",,,Redel,Pro Arte Orch.Munchen,,  190,West 17042,,,5565
"TELEMANN, Georg Philipp",1681-1767,Essercizii musici (12 Soli u.12 Trii f.div.,Instrumente),"Nr.10 Trio 5 a-moll f.Blockflote,Violine",u.B.c.,"0,00",,"Clemencic,Melkus,Schwarz",,,,  363,Schw  2 006,,,5623
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,Nr.  3 C-Dur(Wassermusik/Hamburg Ebb u.Fluth),,"19,24",,,Douatte,Colleg.Mus.Paris,,  354,None 71109,,,5567
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,Nr.  3 C-Dur(Wassermusik/Hamburg Ebb u.Fluth),,"0,00",,,Bjorlin,Prager Kamorch.,, 1345,EMI 065  03417, 71,,5625
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,Nr.  3 C-Dur(Wassermusik/Hamburg Ebb u.Fluth),,"23,54",,,Wenzinger,Schola Cant.Basiliensis,, 1306,DG  198 198,,,5569
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr.  6 C-Dur f.3 Oboen,Str.u.B.c.",,"0,00",,,Muller-Bruhl,Kolner Kamorch.,,  982,Schw  0 811,,,5627
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr. 63 F-Dur f.2 Horner,2 Violinen u.B.c.",,"0,00",,,Dunn,Kapp Sinfonietta,,  296,Kapp 3388,,,5628
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr. 63 F-Dur f.2 Horner,2 Violinen u.B.c.",,"12,31",,,Sandor,F-Liszt-Kamorch.,, 1695,Hun 12118,,,5572
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr. 63 F-Dur f.2 Horner,2 Violinen u.B.c.",,"10,03",,,Winschermann,Dt.Bachsolisten,, 1767,RCA RL 30419,,,5573
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr. 70 F-Dur f.4 Horner,2 Oboen,2 Violinen",u.Fagott (Alster-Ouverture),"25,50",,,Kehr,Mainzer Kamorch.,,  393,FSM 34078,,,5574
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,Nr. 79 fis-moll f.Streicher u.B.c.,,"15,43",,,Muller-Bruhl,Kolner Kamorch.,,  836,None 71078,,,5575
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr.112 a-moll f.Blockflote solo,Str.u.B.c.",,"25,46",,,Muller-Bruhl,Kolner Kamorch.,,  836,None 71078,,,5576
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr.112 a-moll f.Blockflote solo,Str.u.B.c.",,"25,21",,,Janigro,Solisti di Zagreb,, 1670,Van  5048,,,5577
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,"Nr.114 a-moll f.2 Floten,2 Oboen, Fagott,",Streicher u.B.c.,"18,41",,,Muller-Bruhl,Capella Clementina,, 1887,Ph 9502 064,,,5578
"TELEMANN, Georg Philipp",1681-1767,Suiten f.Orchester (Ouverturen n.Hoffmann),,a-moll f.Streicher,,"17,34",,,Wahl,Kamorch.Versailles,, 1620,None 71017,,,5579
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik   I Nr.1-6,,"Nr.3 Konzert A-Dur f.Flote,Violine,Str.u.B.c.",,"0,00",,,Maier,Collegium Aureum,, 1214,EMI 065  99674, 50,,5637
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik   I Nr.1-6,,"Nr.6 Conclusion e-moll f.2 Floten,Str.u.B.c.",,"4,56",,,Blum,Esterhazy Orch.,,  709,Van Met 70695,,,5581
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik  II Nr.1-6,,"Nr.3 Konzert F-Dur f.3Violinen,Str.u.B.c.",,"17,17",Violinen,"Gendre,Wallez,Laroque",Douatte,Colleg.Mus.Paris,,  354,None 71109,135,,5582
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik  II Nr.1-6,,"Nr.3 Konzert F-Dur f.3Violinen,Str.u.B.c.",,"0,00",Violinen,,Maier,Collegium Aureum,, 1214,EMI 065  99674,,,5640
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik  II Nr.1-6,,"Nr.3 Konzert F-Dur f.3Violinen,Str.u.B.c.",,"15,25",Violinen,,Marriner,Ac.St.M-in-the-Fields,, 1836,Dec 6.42755,,,5584
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik III Nr.1-6,,"Nr.3 Konzert Es-Dur f.2 Horner,Str.u.B.c.",,"19,42",Horner,"Tylsar,Tylsar",Turnovsky,Prager Sinf.Orch.,, 1051,Int 120 845,,,5585
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik III Nr.1-6,,"Nr.3 Konzert Es-Dur f.2 Horner,Str.u.B.c.",,"0,00",Horner,,Maier,Collegium Aureum,, 1214,EMI 065  99674,,,5643
"TELEMANN, Georg Philipp",1681-1767,Tafelmusik III Nr.1-6,,"Nr.3 Konzert Es-Dur f.2 Horner,Str.u.B.c.",,"17,02",Horner,,Sabdor,F-Liszt-Kamorch.,, 1695,Hun 12118,,,5587
"TELEMANN, Georg Philipp",1681-1767,Concert Suite F-Dur,,,,"16,50",,,,Musica da Camara Praga,, 1013,Supra  1 11 1867,,,5588
"TELEMANN, Georg Philipp",1681-1767,The Prostitute (La Putain),,Suite,,"19,44",,,Blum,Esterhazy Orch.,,  709,Van Met 70695,,,5589
"THARICHEN, Werner",1921-,Konzert f.Pauken u.Orchester Op.34 (1954),,,,"0,00",Pauken,Tharichen,Handley,RSO Berlin,, 1778,Schw  2 066,,,5647
"THALBERG, Sigismund",1812-1871,Fantasie u.Meyerbeers  Die Hugenotten  Op.20,,,,"11,48",,Ponti,,,,  881,FSM 31084,,,5591
"THALBERG, Sigismund",1812-1871,Konzert f.Klavier u.Orchester Op.5 f-moll,,,,"24,23",Klavier,Ponti,Kapp,Westf.Sinf.Orch.,,  881,FSM 31084,,,5592
"THALBERG, Sigismund",1812-1871,"Home,sweet home Op.72 (Variationen)",,,,"4,16",,Ponti,,,,  881,FSM 31084,,,5593
"THALBERG, Sigismund",1812-1871,Les Capricieuses Op.64 (Valse),,,,"7,06",,Ponti,,,,  881,FSM 31084,,,5594
"THALBERG, Sigismund",1812-1871,Die letzte Rose d.Sommers Op.73 (Variationen),,,,"5,03",,Ponti,,,,  881,FSM 31084,,,5595
"THOMAS, Ambroise",1811-1896,Mignon (1866) Oper,,Ouverture,,"8,35",,,Bernstein,N.Y.Philharm.,,  502,CBS   6743,,,5596
"THOMAS, Ambroise",1811-1896,Raymond,,Ouverture,,"7,40",,,Bernstein,N.Y.Philharm.,,  502,CBS   6743,,,5597
"THOMSON, Virgile",1896-,The River (Suite),,,,"0,00",,,Hendl,Wiener Symphoniker,,  663,DST 6405,,,5655
"TITELOUZE, Jean",1563-1633,Ave Maris stella (Hymne) f.Orgel,,,,"9,19",,Isoir,,,, 1660,FSM 34126,,,5599
"TITELOUZE, Jean",1563-1633,Urbs Hierusalem (Hymne) f.Orgel,,,,"8,42",,Isoir,,,, 1660,FSM 34126,,,5600
"TITELOUZE, Jean",1563-1633,Exsultet coelum (Hymne) f.Orgel,,,,"6,06",,Isoir,,,, 1660,FSM 34126,,,5601
"TITELOUZE, Jean",1563-1633,Ad coenam (Hymne) f.Orgel,,,,"11,05",,Isoir,,,, 1660,FSM 34126,,,5602
"TOESCHI, Carlo Giuseppe",1723-1788,Konzert f.Violine u.Orchester D-Dur,,,,"0,00",Violine,Hendel,Ristenpart,Saar Kamorch.,,  308,CBS  91103, 41,,5660
"TOESCHI, Carlo Giuseppe",1723-1788,Zwei Entreactes (Nr.2 u.3),,,,"0,00",,,Hofmann,Kurpfalz.Kamorch.Mannheim,, 1094,RBM 3006, 65,,5661
"TOESCHI, Carlo Giuseppe",1723-1788,Sinfonien,,Nr.41 D-Dur (Pariser Sinfonie),"Allegro,Andante,Presto","11,54",,,Keller,Convivium Mus.Munchen,, 1742,MB 70 702, 56,,5605
"TOLAR, Johan Bapt. (Jan Kritel)", 17.-Jh.,Missa Sopra La Bergamasca,,Credo,,"19,25",,,Vajnar,Prager Sinf.Orch.,, 1267 (2LP),Supra  1 12 0991/2,,,5606
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.35 f.Klavier,,Nr.5 e-moll,,"2,55",,Stepan,,,, 1116,Supra  1 11 1488,,,5607
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.35 f.Klavier,,Nr.6 G-Dur,,"2,50",,Stepan,,,, 1116,Supra  1 11 1488,,,5608
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.39 f.Klavier,,Nr.1 G-Dur,,"4,10",,Stepan,,,, 1116,Supra  1 11 1488,,,5609
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.39 f.Klavier,,Nr.3 a-moll,,"2,55",,Stepan,,,, 1116,Supra  1 11 1488,,,5610
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.47 f.Klavier,,Nr.2 As-Dur,,"5,45",,Stepan,,,, 1116,Supra  1 11 1488,,,5611
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.47 f.Klavier,,Nr.3 C-Dur,,"4,05",,Stepan,,,, 1116,Supra  1 11 1488,,,5612
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.47 f.Klavier,,Nr.6 Es-Dur,,"3,25",,Stepan,,,, 1116,Supra  1 11 1488,,,5613
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.51 f.Klavier,,Nr.5 E-Dur,,"6,30",,Stepan,,,, 1116,Supra  1 11 1488,,,5614
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.63 f.Klavier,,Nr.1 D-Dur,,"5,30",,Stepan,,,, 1116,Supra  1 11 1488,,,5615
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.66 f.Klavier,,Nr.6 c-moll,,"5,30",,Stepan,,,, 1116,Supra  1 11 1488,,,5616
"TOMASCHEK, Johann Wenzel",1774-1850,Eklogen Op.83 f.Klavier,,Nr.6 C-Dur,,"2,05",,Stepan,,,, 1116,Supra  1 11 1488,,,5617
"TOMASCHEK, Johann Wenzel",1774-1850,Fantasie e-moll (f.Glasharmonika),,,,"9,40",,Hoffmann,,,,  846,FSM 31007,,,5618
"TOMASCHEK, Johann Wenzel",1774-1850,Konzerte f.Klavier u.Orchester,,Nr.1 C-Dur Op.18 (1803-05),,"26,05",Klavier,Toperczer,Rohan,Prager Sinf.Orch.,,  878,FSM 31073,,,5619
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr. 2 a-moll f.2 Violinen u.Streicher,,"0,00",,,,I Musici,,  135,Epic 3217,,,5677
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr. 3 E-Dur,,"0,00",,,,I Musici,,  135,Epic 3217,,,5678
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr. 6 g-moll Weihnachtskonzert,,"0,00",,,,I Musici,,  135,Epic 3217,,,5679
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr. 9 e-moll,,"0,00",,,,I Musici,,  135,Epic 3217,,,5680
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr.12 D-Dur,,"0,00",,,,I Musici,,  135,Epic 3217,,,5681
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr. 2 a-moll f.2 Violinen u.Streicher,,"0,00",Violine,Seeger,Muller-Bruhl,Kamorch.Bruhl.Schl.,,  382,Mace 9031,,,5682
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr. 6 g-moll Weihnachtskonzert,,"8,15",,,Kehr,Mainzer Kamorch.,,  181,DG  198 147,,,5626
"TORELLI, Giuseppe",1658-1709,Concerti Op.8 a 4,,Nr. 6 g-moll Weihnachtskonzert,,"9,13",,,Karajan,Berliner Philharm.,,Q 632,DG  419 413-2,,,5627
"TORELLI, Giuseppe",1658-1709,"Konzert f.Gitarre,Violine,Streicher",u.B.c. A-Dur,,,"7,27",Gitarre,Scheit,Bottcher,Kamorch.Wien.Festsp.,,  394,FSM 34123,,,5628
"TORELLI, Giuseppe",1658-1709,"Konzert f.Gitarre,Violine,Streicher",u.B.c. A-Dur,,,"0,00",Gitarre,"Scheit,Pichter",Bottcher,Wiener Solisten,, 1669,Van Met  5043,,,5686
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,Nr. 1 D-Dur  G 1 (1690),,"8,45",Trompete,Guttler,Rogner,Kamorch.Berlin,, 1131,Et 826 684,,,5630
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,Nr. 1 D-Dur  G 1 (1690),,"8,26",Trompete,Schwarz,Schwarz,Strings N.Y.Chamb.Symph.,, 1298,DMS 3002,,,5631
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,Nr. 2 D-Dur  G 2,,"0,00",Trompete,Scherbaum,Scherbaum,Hamburg.Barock Ens.,, 1556,DG  136 470,,,5689
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,Nr. 6 D-Dur,,"5,39",Trompete,Tarr,Baumgartner,Festival Strings Luzern,, 1031,Ar      87815,,,5633
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,Nr. 7 D-Dur,,"7,38",Trompete,Tarr,Baumgartner,Festival Strings Luzern,, 1031,Ar      87815,,,5634
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,Nr. 7 D-Dur,,"6,21",Trompete,Kozderka,Vajnar,Kamorch.Martinu,, 1517,DC Pan 110 705,,,5635
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,"D-Dur (Adagio,Adagio,Presto,Adagio,Allegro)",,"4,43",Trompete,Tarr,Faerber,Wurtt.Kamorch.Heilbr.,, 1058,FSM 34057,,,5636
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,"D-Dur (Adagio,Adagio,Presto,Adagio,Allegro)",,"6,42",Trompete,Zickler,Kehr,Mainzer Kamorch.,, 1058,FSM 34057,,,5637
"TORELLI, Giuseppe",1658-1709,"Konzerte (Sonaten a 5) f.Trompete,Streicher",u.B.c. Nr.1-12,.,,"0,00",Trompete,Voisin,Schermerhorn,Kapp Orch.,, 1610,Kapp 9033,,,5695
"TORELLI, Giuseppe",1658-1709,"Sinfonia f.4 Trompeten,Oboen,Streicher,",Pauken u.B.c.,,,"6,45",Trompeten,Wobisch,Janigro,Solisti di Zagreb,, 1668,Van Met  5041,,,5639
"TORELLI, Giuseppe",1658-1709,"Sonate G 165 D-Dur f.Trompete,Str.u.B.c",,,,"4,29",Trompete,Wobisch,Janigro,Solisti di Zagreb,, 1668,Van Met  5041,,,5640
"TOUCHEMOULIN, Giuseppe",1727-1801,"Konzert f.Flote,Streicher u.B.c. A-Dur",,,,"0,00",Flote,Meisen,Muller-Bruhl,Kolner Kamorch.,, 1258,Schw  2 045,,,5698
"TOURNIER, Marcel",1879-1951,Suiten f.Harfe,,Nr.4 Images Op.39 (Russ.Bauerntanz),,"4,40",,Mathieu,,,, 1721,Ar 202 181366,,,5642
"TOURNIER, Marcel",1879-1951,Etude de concert f.Harfe,,,,"3,51",,Laskine,,,, 1772,RCA ZL 30578,,,5643
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Blumenwalzer Op.71a,,,,"0,00",,,Beinum,Concertgebouw,,   43,Ph  835 003,,,5701
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Capriccio Italien Op.45,,,,"0,00",,,Alwyn,London Symph.Orch.,,   41,Lon  6038,,,5702
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Capriccio Italien Op.45,,,,"0,00",,,Steinberg,Pittsburgh Symph.Orch.,,   30,Cap 8515,,,5703
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Dornroschen Op.66 (Ballett),,Suite Op.66a,,"0,00",,,Rowicki,Nat.Philh.S.O.Warschau,,   42,DG  136 036,,,5704
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Dornroschen Op.66 (Ballett),,Nr.6 Walzer 1.Akt,,"0,00",,,Slatkin,Hollywood Bowl Symph.Orch.,,  703,Cap 8369,,,5705
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Fantasie Op.56 f.Klavier u.Orchester,,,,"0,00",Klavier,Katin,Boult,London Philh.Orch.,,   94,Lon  6055,,,5706
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Konzerte f.Klavier u.Orchester Nr.1-3,,Nr.1 Op.23 b-moll,,"0,00",Klavier,Katin,Pritchard,London Philh.Orch.,, 1029,EMI 047  50567,,,5707
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Konzerte f.Klavier u.Orchester Nr.1-3,,Nr.1 Op.23 b-moll,,"34,32",Klavier,Cliburn,Kondrashin,Symph.Orch.,,Q 333,RCA RD  85912,,,5651
"TSCHAIKOWSKY, Peter Iljitsch",1840-1893,Konzerte f.Klavier u.Orchester Nr.1-3,,Nr.1 Op.23 b-moll,,"0,00",Klavier,Richter,Kondrashin,Rd.S.Orch.Moskau,, 1628,Prd 2341,,,5709
